pid,utt_ind,act_type,text,needs_review
p534,4,Pose Simplified Problem,"Your legal options are **a1, g2, a3**:

- **a1**: takes a corner, which is permanent. But it may leave White a strong reply at **a3**, flipping the left edge.
- **g2**: flips a lot now, but be careful: it can give White access to the **h1 corner**.
- **a3**: not a corner, but it attacks White’s mobility. After it, check whether White has *any* legal move — if not, White must **pass**, and you get another move.

So don’t just count flips; ask: “Which move leaves White with the fewest replies?”",False
p735,0,Direct Instruction,"g2 is probably risky: it’s the **X-square next to the empty corner h1**.

If Black plays **g2**, White may be able to take **h1**, and corners are permanent. So even if g2 flips a few discs now, it can hand White a stable corner — usually bad in the endgame. Consider comparing it with a move that doesn’t give up a corner.",False
p735,0,Hint,"g2 is probably risky: it’s the **X-square next to the empty corner h1**.

If Black plays **g2**, White may be able to take **h1**, and corners are permanent. So even if g2 flips a few discs now, it can hand White a stable corner — usually bad in the endgame. Consider comparing it with a move that doesn’t give up a corner.",False
p735,1,Direct Instruction,"Black **can’t play h1 right now** — it’s not marked with a legal-move dot.

That’s why **g2 is dangerous**: it sits next to h1, and may help White get that corner next.",False
p735,1,Hint,"Black **can’t play h1 right now** — it’s not marked with a legal-move dot.

That’s why **g2 is dangerous**: it sits next to h1, and may help White get that corner next.",False
p735,2,Direct Instruction,"**b8 is legal, but be cautious.** It only flips along the diagonal (**c7, d6**) and leaves the bottom-left corner area (**a8/a7/b7/c8**) still unsettled.

In endgame, ask: after **b8**, does White get an easy reply like **b7 or c8** that wins back control? Mobility matters more than the 2 flips now.",False
p735,2,Prompt,"**b8 is legal, but be cautious.** It only flips along the diagonal (**c7, d6**) and leaves the bottom-left corner area (**a8/a7/b7/c8**) still unsettled.

In endgame, ask: after **b8**, does White get an easy reply like **b7 or c8** that wins back control? Mobility matters more than the 2 flips now.",False
p735,2,Neutral Feedback,"**b8 is legal, but be cautious.** It only flips along the diagonal (**c7, d6**) and leaves the bottom-left corner area (**a8/a7/b7/c8**) still unsettled.

In endgame, ask: after **b8**, does White get an easy reply like **b7 or c8** that wins back control? Mobility matters more than the 2 flips now.",False
p735,3,Direct Instruction,"**b6 is legal**, and it’s a “quiet” move — it flips only **c5**, so it doesn’t grab lots of discs.

The question is: after **b6**, what can White do in the lower-left? You’re still leaving **a7, b7, b8, c8** open, so White may get useful edge moves there. Compare it with a move that reduces White’s choices more.",False
p735,3,Hint,"**b6 is legal**, and it’s a “quiet” move — it flips only **c5**, so it doesn’t grab lots of discs.

The question is: after **b6**, what can White do in the lower-left? You’re still leaving **a7, b7, b8, c8** open, so White may get useful edge moves there. Compare it with a move that reduces White’s choices more.",False
p735,3,Prompt,"**b6 is legal**, and it’s a “quiet” move — it flips only **c5**, so it doesn’t grab lots of discs.

The question is: after **b6**, what can White do in the lower-left? You’re still leaving **a7, b7, b8, c8** open, so White may get useful edge moves there. Compare it with a move that reduces White’s choices more.",False
p735,4,Direct Instruction,"Final score is **White 45 – Black 19**.

Main thing that went wrong: **White got stable corners/edges**. White owns **a1, h1, a8** and then the whole **top row and left side** became basically unflippable. Once that happens, Black’s late flips on the right/bottom can’t catch up.

So the lesson from this endgame:

- Don’t play squares like **g2** if they let White take **h1**.
- Be careful near empty corners: **b8/b7/a7** can hand over **a8**.
- In the endgame, don’t chase “how many flips now”; ask: **does this give White a corner or more moves?**

You likely lost because White’s corner/edge stability outweighed Black’s temporary flips.",False
p735,4,Neutral Feedback,"Final score is **White 45 – Black 19**.

Main thing that went wrong: **White got stable corners/edges**. White owns **a1, h1, a8** and then the whole **top row and left side** became basically unflippable. Once that happens, Black’s late flips on the right/bottom can’t catch up.

So the lesson from this endgame:

- Don’t play squares like **g2** if they let White take **h1**.
- Be careful near empty corners: **b8/b7/a7** can hand over **a8**.
- In the endgame, don’t chase “how many flips now”; ask: **does this give White a corner or more moves?**

You likely lost because White’s corner/edge stability outweighed Black’s temporary flips.",False
p329,0,Provide Correct Answer,"Play **b7**.

Why: it flips the row across to **g7**, giving Black a strong edge block and the best endgame result here. The other legal moves tend to leave White better access/mobility in the remaining empty squares.",False
p329,0,Direct Instruction,"Play **b7**.

Why: it flips the row across to **g7**, giving Black a strong edge block and the best endgame result here. The other legal moves tend to leave White better access/mobility in the remaining empty squares.",False
p329,1,Direct Instruction,"**b6 is legal, but I’d be cautious.** It flips several discs now, but it leaves White with useful replies on the lower-left edge, especially around **b8/c8**.

In this endgame, try counting: after **b6**, what can White play, and do those flipped discs stay Black?",False
p329,1,Hint,"**b6 is legal, but I’d be cautious.** It flips several discs now, but it leaves White with useful replies on the lower-left edge, especially around **b8/c8**.

In this endgame, try counting: after **b6**, what can White play, and do those flipped discs stay Black?",False
p329,1,Prompt,"**b6 is legal, but I’d be cautious.** It flips several discs now, but it leaves White with useful replies on the lower-left edge, especially around **b8/c8**.

In this endgame, try counting: after **b6**, what can White play, and do those flipped discs stay Black?",False
